-1.0528,-0.25806,0.2434
-0.92082,-0.47214,0.13783
-0.71554,-0.54839,0.058651
-0.56012,-0.57771,0.032258
-0.46628,-0.59824,0.085044
-0.41935,-0.60997,0.1349
-0.36364,-0.61584,0.099707
-0.26393,-0.65689,0.0029326
-0.15543,-0.70674,-0.029326
-0.070381,-0.73607,0.049853
-0.02346,-0.76246,0.1437
0,-0.77419,0.16716
0.041056,-0.75073,0.1173
0.13196,-0.73607,0.055718
0.20528,-0.739,0.041056
0.2434,-0.69208,0.070381
0.24633,-0.62757,0.076246
0.26393,-0.56012,0.041056
0.25806,-0.4868,0.061584
0.32258,-0.53079,0.079179
0.37537,-0.70968,-0.035191
0.30205,-0.79179,-0.22874
0.12023,-0.71848,-0.40469
0.1085,-0.68622,-0.261
0.13783,-0.65103,-0.30499
0.055718,-0.51026,-0.35191
0.017595,-0.43988,-0.39296
0.026393,-0.46921,-0.41642
0.070381,-0.57771,-0.41935
0.087977,-0.61877,-0.45455
0.070381,-0.56598,-0.46628
0.02346,-0.56598,-0.45161
0.0058651,-0.56305,-0.47214
0.043988,-0.60411,-0.43109
0.43695,-0.88856,-0.1261
0.49267,-1,-0.21994
0.33724,-0.79179,-0.29619
0.33724,-0.73021,-0.38416
0.33138,-0.66862,-0.44575
0.29912,-0.58944,-0.47214
0.26686,-0.5132,-0.48094
0.27566,-0.46921,-0.48094
0.31965,-0.44868,-0.48387
0.35777,-0.46628,-0.45161
0.34311,-0.4868,-0.40762
0.35484,-0.4956,-0.38123
0.40469,-0.52493,-0.39296
0.42229,-0.5132,-0.42522
0.41935,-0.47507,-0.45161
0.39883,-0.41935,-0.51026
0.39296,-0.3695,-0.53959
0.40176,-0.33724,-0.58065
0.44282,-0.31378,-0.58358
0.42815,-0.26979,-0.57771
0.42522,-0.2434,-0.56598
0.45455,-0.24047,-0.57185
0.5044,-0.2346,-0.58358
0.53666,-0.22287,-0.55132
0.53959,-0.21114,-0.48094
0.54252,-0.22874,-0.44282
0.54839,-0.20528,-0.42815
0.54545,-0.14663,-0.40176
0.56305,-0.1173,-0.36364
0.57185,-0.061584,-0.34018
0.56598,-0.0058651,-0.34311
0.56598,0.01173,-0.35484
0.59531,0.014663,-0.36657
0.71848,-0.0087977,-0.39589
0.86804,-0.017595,-0.38416
0.90029,0.02346,-0.27566
0.82991,0.029326,-0.28152
0.76833,0.017595,-0.34311
0.73314,0.01173,-0.29326
0.70674,0.01173,-0.2522
0.70674,0.017595,-0.23754
0.71261,0.029326,-0.2434
0.69208,0.041056,-0.25806
0.65103,0.026393,-0.27859
0.66569,0.014663,-0.2522
0.70968,-0.014663,-0.22581
0.7478,-0.046921,-0.23167
0.70968,-0.082111,-0.30205
0.72727,-0.055718,-0.29912
0.90909,-0.041056,-0.18475
0.98534,-0.035191,-0.087977
0.90323,0.0058651,-0.032258
0.73607,0.067449,0.0029326
0.60997,0.1349,0.064516
0.56305,0.18475,0.10557
0.54839,0.22287,0.18182
0.53666,0.24927,0.28152
0.4868,0.22874,0.41935
0.50733,0.21701,0.41349
0.59238,0.21994,0.34018
0.58651,0.26393,0.25806
0.56891,0.30792,0.17595
0.60997,0.32551,0.11437
0.65982,0.34018,0.14076
0.70088,0.31672,0.23754
0.70968,0.30205,0.30205
0.70381,0.29032,0.33431
0.66862,0.32551,0.32551
0.67155,0.33138,0.33431
0.67742,0.32551,0.33138
0.80352,0.29619,0.33138
0.68035,0.29619,0.32551
0.6217,0.30499,0.34897
0.59824,0.32551,0.37243
0.58651,0.34604,0.40762
0.59824,0.34604,0.41642
0.61584,0.3695,0.42229
0.59238,0.37243,0.38416
0.52199,0.36364,0.33138
0.48094,0.35191,0.29619
0.46628,0.35777,0.27859
0.46334,0.36364,0.27566
0.49267,0.38123,0.29032
0.53959,0.41349,0.32845
0.57185,0.42229,0.34311
